"1-1";"2-1";"3-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"6-4";"1-5";"2-5";"3-5";"4-5";"5-5";"6-5";"1-6";"2-6";"3-6";"4-6";"5-6";"6-6";"7-7";"8-7";"9-7";"7-8";"8-8";"9-8";"7-9";"8-9";"9-9";"10-10";"11-10";"10-11";"11-11"
"414";1.1;1.1;0.9;1.1;1;1;0.9;0.9;0.9;1.1;1;1;1.1;0.9;1.1;1;1.1;0.9;0.9;1;1;0.9;1.1;1;0.9;1.1;1.1;1;0.9;1;1;0.9;1;1.1;0.9;0.9;1;1;1;0.9;1.1;1.1;1.1;1;0.9;1;1.1;1.1;0.9
"415";1;1;1;0.9;0.9;0.9;1;0.9;1.1;1.1;1.1;0.9;0.9;0.9;1;1.1;0.9;1.1;0.9;1;1.1;1;0.9;1;1;0.9;1;1;0.9;1;1.1;1.1;1.1;1.1;0.9;1;0.9;1.1;1.1;1.1;1;1.1;0.9;1.1;0.9;1;1.1;1;1
"416";0.9;1;0.9;1;1;1.1;1.1;1.1;1;0.9;0.9;1.1;0.9;0.9;0.9;1;NA;1.1;1;1.1;0.9;1;1;1;1.1;0.9;0.9;1;1.1;1;1;1.1;1.1;1.1;1;0.9;1.1;1;1;1.1;0.9;1.1;0.9;0.9;1.1;0.9;0.9;1;1.1
"417";1;0.9;1;1.1;1.1;0.9;0.9;1.1;1;0.9;1.1;1.1;1;1.1;0.9;1;0.9;1.1;1;1;1.1;1.1;1;1.1;1;1.1;0.9;0.9;1.1;0.9;1;1.1;0.9;0.9;0.9;1;1.1;1.1;0.9;0.9;0.9;1;1.1;1;1;1;1;0.9;1
"418";1.1;0.9;0.9;1.1;0.9;1.1;1;0.9;1;0.9;1;0.9;1;1;1.1;1.1;0.9;1;0.9;1;1.1;1;1;1;0.9;1;0.9;0.9;1.1;1;1.1;1.1;0.9;1;1.1;1;1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1;1;0.9;1.1;1.1
"419";0.9;0.9;1.1;1;0.9;1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;1;1.1;0.9;NA;1;1.1;1;1;1;1.1;1.1;0.9;1.1;1.1;0.9;1.1;1;1;1;1;1.1;1;0.9;0.9;0.9;1;1;1.1;0.9;0.9;0.9;1.1;1;1.1;1;0.9
"420";0.9;1.1;1.1;0.9;0.9;0.9;1.1;1.1;0.9;0.9;1;0.9;1.1;1.1;1.1;1;NA;0.9;1;1.1;1.1;1;1.1;0.9;1;0.9;0.9;1.1;0.9;1;1;1;1.1;1;1.1;1;1;1.1;1;1.1;1;1;0.9;0.9;0.9;1.1;0.9;1;1
"421";1;1.1;1.1;0.9;1;0.9;1;0.9;0.9;1.1;1;1;1;1;1;0.9;0.9;1.1;1.1;0.9;1.1;1;1.1;0.9;1.1;1;1;1;0.9;1.1;0.9;1;1;0.9;1.1;1.1;0.9;1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;1;1;1.1
"422";1.1;1;1.1;1;0.9;1;0.9;1;0.9;1;1;1;1;1.1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;0.9;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;1.1;0.9;1;1;1;1;1;1;0.9;1.1;1.1;1;0.9;1.1;1.1;0.9;1.1;0.9;1
"423";0.9;1.1;0.9;1;1.1;1;1.1;1;1;1.1;0.9;1;1.1;1;1;0.9;1.1;0.9;1.1;0.9;1.1;1.1;0.9;1;0.9;1.1;1;0.9;0.9;1;1;0.9;0.9;1;1.1;0.9;0.9;1.1;1;1;0.9;1.1;1.1;1;0.9;1.1;1.1;1;1
"424";1.1;1;1;1;0.9;1.1;1;1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1;NA;0.9;1;1;1;0.9;0.9;1.1;1.1;1;0.9;1.1;1.1;1.1;0.9;1.1;1;1;1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1;1;0.9;1;0.9;1.1;1.1
"425";1;1;1;1.1;1.1;1.1;1.1;1;1.1;0.9;0.9;0.9;1;1.1;1;1;NA;0.9;0.9;0.9;1;1.1;0.9;1;0.9;1;1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1.1;1;1.1;1;1;1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1
"426";1.1;1.1;1.1;0.9;1;1.1;0.9;1;1.1;0.9;1.1;1;0.9;1.1;1.1;1;NA;1.1;1.1;1;0.9;1;1;0.9;1;1.1;1;1;0.9;1.1;1;1;0.9;1;0.9;1;0.9;0.9;1;0.9;0.9;1.1;1.1;1;1.1;0.9;0.9;0.9;1.1
"427";1;1.1;1.1;1;1.1;0.9;0.9;1.1;1;1;1;1;1.1;1;0.9;1;0.9;1;1.1;0.9;1;1.1;1.1;0.9;1;1;1.1;1;0.9;1.1;1.1;0.9;0.9;1;0.9;1.1;0.9;1;1.1;0.9;0.9;0.9;1;1.1;1.1;1.1;1;0.9;0.9
"428";1;1.1;1;0.9;1;1.1;1;1.1;1.1;1;0.9;0.9;0.9;0.9;0.9;1.1;NA;1;1;0.9;1;0.9;1;1;1;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1.1;1.1;0.9;1;0.9;1;1;0.9;0.9;1.1;1;1.1;0.9;1.1;1;1.1;1.1
"429";1.1;1.1;1;1;1.1;0.9;1;1;1.1;1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;0.9;1;1;1;1.1;0.9;1;1;0.9;1.1;1;1;0.9;1.1;1.1;0.9;1;1;1.1;1;1.1;1.1;1.1;0.9;1;0.9;1.1;1;0.9;0.9;0.9;0.9
"430";1;0.9;0.9;1.1;1;1;1.1;0.9;1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1;0.9;1;0.9;0.9;1;1;1;1.1;1;1.1;1;1.1;1.1;1;0.9;1;1;1.1;0.9;0.9;0.9;1.1;1.1;1;1.1;1;1
"431";1;0.9;0.9;1;1;1.1;1;1.1;1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1;1.1;0.9;1.1;1.1;1;1;0.9;0.9;1;1;0.9;0.9;1.1;0.9;1;1.1;0.9;1.1;1.1;1.1;1;1;0.9;1.1;0.9;1;1;1.1;1;1
"432";1;1.1;1;0.9;1;0.9;0.9;1;0.9;0.9;1.1;1.1;1;0.9;0.9;1.1;NA;1.1;1;1;1;0.9;1;1.1;1.1;1.1;1;1;0.9;1;1;0.9;1;1.1;1.1;1.1;0.9;0.9;1;1;1.1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;0.9
"433";0.9;1.1;1;1.1;1.1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1;1;1;0.9;NA;1.1;1.1;1;0.9;1;0.9;1;0.9;1.1;1;1;0.9;1.1;0.9;0.9;1;1.1;1;1.1;1.1;1.1;1;1.1;0.9;1.1;0.9;1;1;0.9;1;1;0.9
"434";1.1;1;1.1;1;0.9;1;1.1;1.1;1;1.1;0.9;1.1;0.9;1;1.1;1;1.1;0.9;0.9;1;1;1;1.1;0.9;1;1.1;1;0.9;1;1;1.1;1;1;1;1.1;0.9;1.1;1;0.9;1.1;0.9;1.1;1.1;0.9;0.9;0.9;0.9;0.9;0.9
"435";1;1;1.1;0.9;1;0.9;1;0.9;1;1.1;1.1;0.9;1;0.9;1;1.1;1.1;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9;1;1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1;1;0.9;1.1;1.1;1.1;1;1;1;1.1;0.9;1;1;1.1
"436";1.1;1.1;1;1;1.1;1.1;1.1;0.9;1;0.9;1;0.9;0.9;0.9;1.1;1;1.1;1.1;0.9;1;1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;0.9;0.9;1;1.1;1.1;1;0.9;1;0.9;1;1.1;1;0.9;1;1.1;0.9;1;1;1;0.9;1
"437";1;1.1;1;1;1.1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;0.9;1.1;1;1;0.9;1.1;1;1.1;1;1;0.9;1.1;0.9;0.9;1;1;1;1.1;1.1;0.9;0.9;1;0.9;1.1;0.9;1;0.9;0.9;1.1;0.9;1.1;1;1;1;1;0.9;1.1
"438";1;1;0.9;1;1.1;0.9;1.1;1;0.9;1;1.1;1.1;1.1;0.9;1;0.9;0.9;1.1;1;1.1;1.1;0.9;1;0.9;0.9;1.1;1.1;1;0.9;0.9;0.9;1.1;1;1.1;1.1;1.1;1;1;0.9;1;0.9;1;1;1;1.1;1;1.1;0.9;0.9
"439";0.9;1;1;1.1;1;0.9;0.9;1.1;1.1;1.1;1.1;1.1;1;1.1;1.1;0.9;NA;1;1;1.1;1;1;1;1;0.9;1;1.1;1.1;0.9;0.9;0.9;0.9;0.9;0.9;1.1;0.9;1;0.9;1;1.1;1;0.9;1;1;0.9;1.1;0.9;1.1;1.1
"440";1;0.9;0.9;0.9;1.1;0.9;1.1;1;1;1;1.1;1;0.9;0.9;1;1;1.1;1.1;1;0.9;1;1;1.1;1.1;1.1;1;1.1;1;0.9;1.1;0.9;1;1;0.9;1;0.9;1;1.1;1.1;0.9;1.1;1;1.1;0.9;1.1;0.9;1.1;0.9;0.9
"441";0.9;1.1;1.1;1.1;1.1;1;1.1;1;1.1;1.1;1.1;1;0.9;1.1;1;0.9;0.9;0.9;1;1;1;1;0.9;0.9;1;0.9;0.9;0.9;0.9;0.9;1;1.1;1;1.1;1;0.9;1;1.1;0.9;1.1;1.1;1;1;0.9;1.1;0.9;1;1.1;1
"442";1;0.9;0.9;1.1;0.9;1.1;1;1;0.9;0.9;0.9;1;1.1;1;0.9;1;NA;1.1;1.1;1;1.1;1.1;1.1;1;1;1.1;1.1;1.1;1.1;1;1.1;0.9;0.9;0.9;1;1.1;0.9;1;0.9;0.9;0.9;1;0.9;1;1.1;1;1.1;0.9;1
"443";0.9;1;0.9;1.1;0.9;1.1;0.9;1.1;1;1.1;1;0.9;0.9;0.9;1;1;NA;1.1;1;0.9;1.1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1;1;1.1;0.9;0.9;1;0.9;1;1;1;1.1;1;1.1;1;1;1.1;0.9;0.9;1.1;1.1;1
"444";1;1.1;1.1;1;1;1;0.9;1;1.1;1.1;1.1;1;0.9;0.9;0.9;1;0.9;1.1;1;0.9;1;1;1.1;0.9;1.1;0.9;1;1.1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;1;1.1;1.1;1;1;0.9;0.9;0.9;0.9;0.9;1;1;1.1;1
"445";1;1.1;0.9;1;0.9;1.1;1.1;1.1;1.1;1;0.9;1;1;1;0.9;1;NA;0.9;1;1.1;1.1;0.9;0.9;1;0.9;0.9;1;0.9;1.1;1.1;1.1;1;0.9;0.9;1;0.9;1.1;1.1;0.9;1.1;1;1;0.9;0.9;1.1;1.1;1.1;1;1
"446";0.9;0.9;1;0.9;0.9;0.9;1;0.9;1.1;1;0.9;1.1;1;0.9;1;0.9;1.1;1;1.1;1;1;1.1;1.1;1.1;1.1;1.1;0.9;0.9;1.1;1;0.9;1.1;0.9;0.9;1;1;1;1;1;1.1;1;1.1;1.1;0.9;1.1;1;0.9;1.1;1
"447";1.1;1.1;0.9;0.9;1;1.1;0.9;1;1.1;0.9;1.1;0.9;1;1;0.9;1;NA;1;1;1;1.1;1.1;1.1;1;1.1;1.1;0.9;1.1;1;0.9;1;0.9;1.1;0.9;0.9;0.9;0.9;0.9;0.9;1;1.1;1;1;1.1;1.1;0.9;1;1.1;1
"448";1;1.1;1;0.9;1;0.9;1.1;1;1;1;1;0.9;1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;0.9;1;1.1;1;1.1;0.9;1.1;0.9;1.1;1;1.1;0.9;1;1;1;1;1.1;0.9;1.1;1.1;1.1;0.9;0.9;1;1;1.1;0.9;1.1
"449";1;1;0.9;1;1.1;0.9;0.9;1;1.1;0.9;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1;0.9;1.1;1;1.1;1;1.1;1.1;1.1;1.1;1;1;1.1;1;0.9;1;0.9;0.9;1.1;1;1;1.1;0.9;0.9;1;1.1;1;1;1;1.1;0.9
"450";1;1.1;1;1.1;1.1;1;1;0.9;1.1;1.1;1.1;1.1;1;1;1;1.1;NA;0.9;0.9;0.9;1;1.1;1;1.1;0.9;0.9;0.9;1;1.1;1;0.9;0.9;1.1;1;0.9;1;0.9;0.9;0.9;0.9;1.1;1;0.9;1.1;1;1;1.1;0.9;1.1
"451";1.1;1;0.9;1;1;1;0.9;0.9;1.1;0.9;0.9;1;1;1.1;1;1;NA;1;1;1;1;0.9;0.9;1.1;0.9;1.1;1.1;1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1.1;1.1;1.1;1;1;0.9;1.1;0.9;0.9;0.9;1.1;0.9;1;1.1
"452";1;1;1.1;1;1;1;1;1;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1.1;0.9;1;0.9;1;1.1;1.1;1;0.9;1.1;0.9;0.9;1.1;0.9;0.9;1;1.1;1.1;1.1;0.9;0.9;1;1.1;0.9;1;1.1;1;1;1;0.9;1;1.1;1.1;0.9
"453";1.1;1;1;1;1;1.1;1;0.9;0.9;0.9;0.9;1;1.1;1;1;1;0.9;1.1;1;1.1;1.1;0.9;1.1;0.9;1;0.9;1.1;0.9;0.9;1;1.1;1.1;1.1;0.9;1.1;1;1;0.9;1;0.9;1;0.9;1.1;1.1;1.1;0.9;1;0.9;1.1
"454";0.9;1.1;0.9;1;1.1;1.1;1.1;1.1;1;1.1;1.1;0.9;1;1;1;1;0.9;1;1.1;1.1;1;0.9;1;0.9;0.9;0.9;0.9;1;1;1.1;1.1;1;1;0.9;0.9;1.1;1.1;0.9;1.1;1;1.1;1;1.1;0.9;1;1;0.9;0.9;0.9
"455";1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1;1;0.9;1.1;1.1;1.1;1.1;0.9;1;0.9;1;1;1;1.1;1;0.9;0.9;1.1;1;0.9;1;1.1;1.1;1;0.9;0.9;1;0.9;1;1;0.9;1;1.1;1.1;0.9;1;1;1.1;0.9
"456";1;1.1;1.1;0.9;1;1.1;1;1.1;1.1;1.1;1;1;0.9;1;1;1.1;1.1;1.1;0.9;1;1;1;1.1;0.9;1;0.9;0.9;0.9;1.1;1.1;1;0.9;1;0.9;1.1;1;1.1;1;1;0.9;0.9;0.9;0.9;1.1;0.9;0.9;1;1.1;0.9
"457";1.1;1;1;1;1;0.9;1;1.1;1;1.1;1;0.9;0.9;1.1;1.1;1;NA;1;0.9;1.1;1.1;1;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;0.9;1;1.1;1.1;1;0.9;0.9;1.1;0.9;0.9;1;1;1.1;0.9;1.1;0.9;1
"458";1;1;0.9;1.1;0.9;1;1;0.9;0.9;0.9;0.9;1;1;1.1;1.1;1.1;NA;0.9;1;1.1;1.1;1.1;0.9;1;0.9;1.1;1.1;1;1.1;1;1.1;1;1.1;1.1;1.1;0.9;1.1;0.9;1;1;0.9;1;1.1;1;1;0.9;0.9;0.9;0.9
"459";1;0.9;1;0.9;1.1;1.1;0.9;1;0.9;1.1;1.1;1.1;0.9;1;1;1;NA;1.1;1;1;1.1;1;1.1;1;0.9;1;0.9;1;0.9;1.1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1.1;0.9;0.9;1;0.9;1;1.1;1;1.1;1;1.1;1.1
"460";0.9;0.9;0.9;1.1;1;1.1;1.1;1.1;0.9;1.1;0.9;1;0.9;1;0.9;0.9;1.1;1;0.9;1;1.1;1.1;1;1.1;1;1.1;1;0.9;1;1;1;0.9;1.1;1.1;1;1.1;1;0.9;0.9;0.9;1.1;1.1;1.1;1;0.9;0.9;1;1;1
"461";1;0.9;0.9;0.9;1;1.1;1;0.9;0.9;0.9;1;0.9;1.1;0.9;1;1;1.1;1.1;0.9;1.1;1;1;1.1;1.1;1;0.9;1.1;0.9;1.1;1;1.1;1.1;1;1;1;0.9;1;0.9;1.1;1;0.9;0.9;1.1;0.9;1;1.1;1.1;1;1.1
"462";1.1;1;1.1;0.9;1.1;0.9;1;0.9;1;1.1;1.1;0.9;1.1;0.9;1;1.1;NA;0.9;1.1;1;0.9;1;1;1.1;1.1;1.1;1;1;1.1;1;0.9;1.1;1;1;1.1;0.9;1;0.9;0.9;0.9;0.9;1.1;0.9;0.9;1;1;1.1;1;0.9
"463";1;1.1;1;1;1;1.1;1;1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1;0.9;1;1.1;1;1;1;0.9;1;0.9;0.9;1;1.1;0.9;1.1;1.1;1;1.1;0.9;1;0.9;1.1;0.9;0.9;1;0.9;1.1;0.9;1;0.9;1.1;0.9
"464";1.1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1;1.1;1.1;1;0.9;1;1;1;0.9;1.1;0.9;0.9;0.9;1;1.1;1;1.1;1;1.1;1.1;1;1;1;1.1;1.1;1;1;1.1;0.9;1;1;1;1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;0.9
"465";1.1;1.1;0.9;1;1.1;1;1;0.9;1.1;0.9;0.9;1.1;1.1;1;1.1;0.9;1.1;0.9;1.1;0.9;0.9;1;1;0.9;1.1;1.1;1;0.9;1;0.9;1.1;1;1;1;1.1;1;0.9;0.9;1.1;1;1;1.1;0.9;0.9;1.1;0.9;1;1;1
"466";1;1;1;0.9;1;1;0.9;1.1;1.1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;0.9;1.1;0.9;1.1;1.1;0.9;1;0.9;1;1.1;1;1;1.1;0.9;0.9;1;1;0.9;1;1;1.1;0.9;1.1;1;1.1;1.1;0.9;1;1;0.9;1.1;1;1.1
"467";0.9;0.9;1.1;1.1;1;1.1;1.1;1.1;1;1;1;1.1;1;0.9;1;1.1;0.9;1;0.9;0.9;0.9;1;1;1;1.1;1.1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1;1.1;0.9;0.9;1;1.1;1.1;1;1;1.1;1;1;1;0.9;0.9
"468";0.9;1;1;1.1;1;1.1;0.9;0.9;1;1.1;0.9;1.1;0.9;0.9;0.9;0.9;NA;1;1.1;0.9;1.1;1;1.1;0.9;1;0.9;1;1.1;1.1;1.1;0.9;1.1;0.9;1;1;1.1;1.1;1;1;1.1;1;1.1;1;0.9;1.1;0.9;1;0.9;1
"469";0.9;1;1.1;1.1;1.1;1.1;1.1;0.9;1;1;1;1.1;0.9;0.9;0.9;1;NA;0.9;1.1;1;0.9;1;1.1;0.9;1;0.9;0.9;0.9;1.1;1;1;1.1;1.1;1.1;1;0.9;1.1;1;1;1.1;0.9;1.1;1.1;1;0.9;0.9;1;0.9;1
"470";1.1;0.9;1.1;0.9;0.9;1.1;1.1;1;1;1.1;1.1;1.1;0.9;1.1;1;1.1;1.1;1;0.9;1;1;0.9;1;1;0.9;0.9;1.1;1.1;1.1;1;1;0.9;0.9;0.9;0.9;1;1.1;1.1;0.9;1.1;0.9;1;1;1;1;1;1;0.9;0.9
"471";1;1.1;1.1;0.9;0.9;1;1;1;0.9;1;0.9;1.1;1;1;1;1;0.9;1.1;1;1.1;1.1;1;1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1.1;1.1;1;0.9;1;1.1;0.9;0.9;1.1;1.1;1;0.9;0.9;1;1;1.1;1.1;0.9
"472";1;0.9;1;1.1;0.9;1;0.9;1;0.9;1.1;1.1;0.9;1;1;0.9;1;NA;0.9;1;1.1;1.1;0.9;1.1;1.1;1;0.9;1.1;1.1;1;1;0.9;1.1;0.9;0.9;1.1;1.1;1;1;1;1.1;1.1;0.9;0.9;1;1;0.9;1.1;1.1;0.9
"473";1;1.1;0.9;1;1;1;0.9;0.9;1;0.9;1.1;1;1.1;0.9;0.9;1;NA;1;0.9;1.1;1.1;1.1;0.9;1.1;1.1;0.9;0.9;1;1;0.9;1;1;1;0.9;1;1.1;1.1;1.1;0.9;1.1;1;1.1;1.1;0.9;1;1.1;1.1;0.9;0.9
"474";1.1;0.9;0.9;1;1.1;1;1.1;1.1;0.9;1;1.1;1.1;1;1.1;1.1;1;0.9;1;0.9;1.1;1;1.1;0.9;0.9;0.9;1.1;1;1;1.1;0.9;1;1;1;1;1.1;0.9;1;1;1.1;0.9;0.9;0.9;1.1;0.9;1;1.1;0.9;1;0.9
"475";1.1;1.1;1.1;1;1;1;1;1;1;0.9;1.1;1;1.1;0.9;1;1;NA;0.9;0.9;1.1;1.1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1;1;1.1;0.9;1.1;0.9;1;0.9;1.1;1.1;1;0.9;0.9;1;0.9;0.9;1;0.9;1.1;0.9;1
"476";1;1;1;1;1.1;1.1;1;0.9;1;1;1.1;1.1;0.9;1;0.9;1.1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;1;0.9;1.1;1.1;1;0.9;1;1.1;1;1.1;1;0.9;0.9;1;0.9;1.1;0.9;0.9;1.1;1;0.9;1;1.1;1.1;1.1;1
"477";1;1;1.1;1.1;0.9;1;0.9;1.1;1;1;1;1;1;0.9;0.9;1;1.1;1.1;0.9;1.1;0.9;0.9;0.9;0.9;0.9;1;1.1;0.9;0.9;0.9;1.1;1;0.9;1;1.1;0.9;1.1;1;1.1;1.1;0.9;1.1;1.1;1;1;1;1.1;1.1;1
"478";1.1;0.9;0.9;1;1.1;1;0.9;0.9;1.1;1.1;1.1;1;1;1.1;0.9;1;0.9;1.1;0.9;0.9;1;0.9;1.1;1;0.9;0.9;1.1;1.1;1.1;0.9;1;1;1;0.9;1.1;0.9;0.9;1;1.1;1.1;1.1;1;1;1;1;0.9;1;1;1.1
"479";0.9;1;0.9;0.9;1;1;1;1;1;1.1;1.1;0.9;0.9;1.1;1;1;0.9;0.9;1;0.9;1.1;1.1;1.1;1;1.1;1;1.1;1;0.9;1.1;1.1;1;1;0.9;1.1;0.9;0.9;1;1;0.9;1;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1.1
"480";1;1.1;1;1.1;0.9;1;1.1;1.1;1.1;1;0.9;1;1;0.9;1.1;1.1;0.9;0.9;1.1;1;0.9;1.1;1.1;0.9;1.1;1.1;1.1;1.1;1;1;0.9;0.9;0.9;0.9;1;1.1;0.9;1;1;1;1.1;1;0.9;0.9;1;0.9;0.9;1;1
"481";0.9;1.1;1;0.9;1;1;1.1;0.9;1;1;1;0.9;1;1.1;1.1;1;0.9;1;1.1;0.9;1;1;1;0.9;1;0.9;1.1;1;1.1;0.9;1.1;0.9;0.9;1.1;1;1.1;1;1.1;0.9;0.9;1.1;1.1;1.1;0.9;0.9;1.1;0.9;1.1;1
"482";0.9;1;1.1;0.9;1.1;1.1;1.1;0.9;0.9;1;1.1;0.9;1;1;1.1;1;NA;1.1;1;0.9;1.1;0.9;1.1;0.9;1;0.9;1.1;1;0.9;0.9;1;1.1;0.9;1;1;1.1;0.9;1;1;1;1;1;1.1;1.1;0.9;0.9;1.1;0.9;1.1
"483";0.9;1;1;1.1;0.9;1;1;0.9;0.9;1.1;0.9;1.1;0.9;1;1.1;1;1.1;1.1;1;1.1;1;0.9;1;1.1;0.9;1.1;1.1;1;1.1;0.9;1;1.1;0.9;1;1;1.1;0.9;0.9;1;0.9;1.1;1;1.1;1;1;0.9;1.1;0.9;0.9
"484";1;0.9;1.1;0.9;1;0.9;1;1;0.9;0.9;1;1.1;0.9;1.1;1.1;1.1;1.1;0.9;1.1;1.1;0.9;1.1;1;1;1.1;1;1.1;0.9;0.9;0.9;1.1;0.9;1;1;1;1.1;1;0.9;1;1;1.1;1;1;1;0.9;1.1;0.9;0.9;1.1
"485";0.9;1;1.1;0.9;1.1;1.1;1.1;1;1;1.1;1;1;1;1.1;0.9;1.1;NA;0.9;1;0.9;0.9;0.9;1;0.9;0.9;1.1;0.9;1.1;1;0.9;0.9;1;1.1;1.1;1.1;0.9;1.1;1.1;0.9;1;1.1;1;1.1;1;0.9;1;0.9;1;1
"486";1.1;1.1;1;1;1;1.1;0.9;1;0.9;0.9;1.1;1;1;0.9;1;1.1;NA;1.1;0.9;1;1.1;0.9;0.9;1.1;0.9;0.9;0.9;0.9;1;1;1;1.1;1;1;1.1;1.1;1.1;1;1.1;1;1.1;0.9;1.1;1;0.9;0.9;0.9;0.9;1.1
"487";1.1;1.1;1.1;1.1;1.1;1.1;0.9;0.9;1;1;1.1;1.1;0.9;1;0.9;1;NA;1.1;1;1;0.9;1;0.9;1;0.9;1.1;1.1;0.9;1;0.9;1;0.9;1.1;1.1;0.9;1.1;0.9;1;1;1.1;0.9;0.9;1;0.9;1;1;1;1.1;0.9
"488";0.9;1.1;0.9;1;0.9;1.1;1;0.9;1.1;0.9;1.1;0.9;1;0.9;1.1;0.9;NA;1.1;0.9;1.1;1.1;1;0.9;1.1;1;1.1;1.1;0.9;1;0.9;1;1;1.1;1.1;1.1;0.9;0.9;1;0.9;0.9;1.1;1;1;1;1;1.1;1;1;1
"489";0.9;0.9;1.1;1.1;1;1;1;0.9;1;0.9;1.1;1.1;0.9;1.1;1;1;1.1;0.9;1;1;1.1;1.1;1;1.1;1;0.9;1.1;1;1.1;0.9;0.9;0.9;1;0.9;1.1;1.1;1.1;1;0.9;1;1;0.9;0.9;1;1.1;1.1;1;0.9;0.9
"490";0.9;1.1;1.1;1.1;1;0.9;1.1;1.1;0.9;0.9;1.1;0.9;1;0.9;0.9;0.9;1.1;0.9;1.1;1.1;0.9;1;1;0.9;1;0.9;0.9;1;0.9;1;0.9;1;1;1.1;1;1.1;1.1;1;1;0.9;1;1;1.1;1.1;1;1;1.1;1;1.1
"491";1;1;1;0.9;1;1;0.9;0.9;1;1.1;1.1;0.9;0.9;0.9;1;1.1;0.9;1;1.1;0.9;1.1;1.1;1;1;1.1;1.1;0.9;0.9;1;1.1;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1;0.9;1.1;1;1;0.9;1;1.1;1;0.9;1.1;1
"492";1;1;1.1;1.1;1.1;0.9;1;1;0.9;1.1;1.1;1;0.9;1;1;1.1;0.9;1;0.9;1;1.1;1.1;1;0.9;1.1;0.9;0.9;1;1.1;0.9;1.1;1.1;0.9;1;0.9;1;1.1;0.9;1;0.9;0.9;1.1;1.1;1;1;1.1;0.9;1;0.9
"493";1;0.9;1.1;1.1;1;0.9;0.9;0.9;0.9;1.1;0.9;1;0.9;0.9;1.1;1;1.1;0.9;1;1;0.9;0.9;0.9;1.1;1;1;1;0.9;1;1;1.1;1.1;1;1.1;0.9;1;1.1;1.1;1.1;1.1;1;0.9;1;1.1;1.1;1;0.9;1;1.1
"494";0.9;1.1;1;0.9;1.1;1;1;1.1;0.9;1;1.1;1;0.9;1.1;1.1;0.9;1.1;1;1.1;0.9;0.9;0.9;1;1.1;0.9;1;1;0.9;1.1;1.1;1.1;0.9;1.1;1;1;1;1;0.9;1;1;1.1;0.9;0.9;1;0.9;1;1.1;0.9;1.1
"495";0.9;0.9;0.9;1;1;1.1;1.1;0.9;1;1.1;1;1;0.9;1;1;0.9;1.1;0.9;1.1;0.9;1;1;1.1;1;1.1;1;1.1;1;0.9;1.1;1.1;1.1;1;1.1;1.1;0.9;1.1;0.9;1.1;1;1.1;0.9;0.9;1;1;0.9;0.9;1;0.9
"496";0.9;1;0.9;1;1;1;1.1;1.1;1;0.9;1;1.1;1.1;1.1;0.9;1.1;0.9;1;1.1;0.9;1;0.9;1;1.1;1;1.1;1;1;0.9;0.9;1.1;0.9;1.1;1;1;0.9;0.9;1.1;1;1.1;1.1;0.9;0.9;1;1;0.9;1.1;1.1;0.9
