"1-1";"2-1";"4-1";"5-1";"6-1";"1-2";"2-2";"3-2";"4-2";"5-2";"6-2";"1-3";"2-3";"3-3";"4-3";"5-3";"6-3";"1-4";"2-4";"3-4";"4-4";"5-4";"4-5";"5-5";"1-6";"2-6";"4-6";"5-6";"6-6";"7-7";"9-7";"7-8";"8-8";"9-8";"7-9";"9-9";"10-10";"10-11";"11-11"
"515";0.9;1;1;0.9;1;1.1;1;1;1;0.9;1.1;1;1.1;0.9;1;1.1;0.9;1.1;1;0.9;1.1;0.9;1;1;1.1;1.1;0.9;0.9;1.1;1;1.1;1.1;0.9;1.1;0.9;1.1;0.9;1;0.9
"516";1.1;1.1;0.9;1;1;1.1;0.9;1.1;1;1.1;1;1.1;NA;0.9;0.9;1;1;0.9;1.1;1;0.9;0.9;0.9;1;1.1;1.1;0.9;0.9;1;1;1.1;1.1;1.1;0.9;1;0.9;0.9;1;1.1
"517";1.1;1.1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;0.9;1;1.1;0.9;1;1;1;1;1;0.9;1;0.9;1;1.1;1.1;1.1;0.9;1;0.9;1.1;0.9;1.1;1;0.9;1;0.9;1.1;1.1;1;1
"518";1.1;1.1;0.9;0.9;1.1;1.1;0.9;1;0.9;0.9;0.9;1.1;NA;1.1;1;1;0.9;1;0.9;1.1;1;1;0.9;0.9;1.1;1;1.1;0.9;1.1;1.1;1.1;1;1;0.9;1;1.1;0.9;1;1
"519";1;0.9;1.1;1;1;1;1;1.1;0.9;1.1;1.1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1;0.9;1;1.1;1;1.1;1;0.9;1;1;1.1;1.1;1.1;0.9;0.9;1;0.9;1;0.9;0.9;1.1
"520";0.9;1;1.1;0.9;1.1;1.1;1;1;1.1;1;1.1;0.9;NA;0.9;1;0.9;1;0.9;0.9;1;1.1;0.9;1.1;0.9;1;1;1.1;0.9;1.1;1.1;1;0.9;0.9;1;1.1;1;0.9;1.1;1.1
"521";1.1;1;1;1.1;1.1;1.1;0.9;1;1.1;1;0.9;1.1;NA;0.9;1;0.9;1.1;0.9;1;0.9;0.9;1.1;1;1.1;1.1;1.1;1.1;1.1;1;0.9;1;0.9;1;1;0.9;0.9;0.9;0.9;1
"522";1;1.1;0.9;1;0.9;1;1.1;1;1;0.9;1.1;1;NA;1;1;1.1;1.1;1.1;1;1.1;0.9;1.1;0.9;0.9;1.1;1.1;0.9;1;0.9;1.1;0.9;1;1.1;1.1;1;0.9;0.9;0.9;0.9
"523";0.9;0.9;0.9;0.9;1;0.9;1.1;0.9;1.1;1;1.1;1.1;1.1;1.1;0.9;1.1;1;1;1.1;0.9;1;1;1;1;0.9;1;1;0.9;1.1;0.9;1.1;1.1;1;0.9;1;1;1.1;0.9;1.1
"524";0.9;1.1;1;0.9;1.1;1;0.9;1;1.1;1.1;0.9;0.9;NA;1.1;1.1;0.9;1.1;0.9;0.9;1;1;1.1;1.1;1;0.9;1;0.9;1;1;1.1;1.1;1.1;1;0.9;1;1.1;1;0.9;0.9
"525";0.9;0.9;1.1;1;1.1;1;1;0.9;0.9;1.1;1;1.1;1.1;1;0.9;1.1;1;1;1.1;1;1.1;1;0.9;0.9;1.1;1;1.1;0.9;1;0.9;1.1;1;0.9;1.1;1.1;0.9;1;0.9;0.9
"526";0.9;1.1;1;1.1;0.9;1.1;1.1;1.1;1;0.9;0.9;0.9;0.9;1.1;0.9;1;0.9;1;0.9;1;0.9;0.9;1;1.1;0.9;1.1;1.1;1;1;1;1.1;1.1;0.9;1.1;1;1;1;1;1.1
"527";1;1;0.9;1.1;1.1;0.9;1.1;0.9;0.9;1;1;1;0.9;1.1;1.1;1;1.1;1;0.9;1;1;0.9;1;1.1;0.9;1;1;1.1;1.1;0.9;1.1;0.9;0.9;1.1;1.1;1;1.1;0.9;0.9
"528";1;1;1;0.9;0.9;1.1;1.1;1;1.1;1.1;1;1;1.1;0.9;0.9;1;1.1;0.9;0.9;0.9;1;1.1;1.1;1;1.1;1.1;1;1.1;0.9;0.9;1.1;0.9;1;0.9;1;0.9;1;1.1;0.9
"529";1;1;1.1;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1;1.1;1;1.1;0.9;1;1;1;1.1;0.9;0.9;1;1;0.9;0.9;0.9;0.9;1;1.1;1;0.9;1.1;1.1;0.9;1.1;1;1;1.1
"530";1.1;0.9;0.9;1.1;1.1;0.9;1;1.1;0.9;1;1.1;0.9;NA;1.1;1;1;1.1;1;1.1;1;1;1;0.9;0.9;0.9;1.1;1.1;0.9;1;1.1;1;1;1;0.9;0.9;1.1;0.9;0.9;1.1
"531";1.1;1.1;0.9;1;1;1.1;1.1;1.1;1.1;1.1;0.9;1;1.1;0.9;1.1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;1;0.9;1;0.9;0.9;1;1;1;1;0.9;1;1;0.9;0.9;1.1;1;1
"532";0.9;1.1;1.1;1;1.1;0.9;1;1.1;0.9;1.1;0.9;1;0.9;1;1;1.1;1.1;1;1.1;1.1;1;0.9;1.1;1;1;1.1;0.9;1;1;0.9;0.9;1;0.9;0.9;0.9;1.1;1;1.1;0.9
"533";0.9;1;1.1;0.9;1;0.9;1;1;1.1;1;1.1;0.9;NA;1.1;1;1.1;1.1;1.1;0.9;1;1.1;1;0.9;1;0.9;0.9;0.9;1.1;1.1;1;0.9;1;0.9;1.1;1.1;0.9;1.1;1;0.9
"534";1.1;1;1.1;1.1;1;0.9;0.9;0.9;1;1;0.9;1;0.9;0.9;1;1.1;0.9;0.9;1.1;1.1;1;0.9;1.1;0.9;1.1;1.1;0.9;1.1;1;0.9;1.1;1;1;1;1;1;0.9;1.1;1.1
"535";1.1;0.9;1;0.9;0.9;0.9;1.1;1.1;1;1.1;0.9;0.9;0.9;0.9;1;0.9;1.1;1;1;1;1;1.1;1.1;1.1;0.9;0.9;1;1;1;0.9;0.9;1.1;1.1;1.1;1.1;1;1.1;1;1
"536";1;0.9;1.1;1.1;0.9;1.1;1;1.1;1;0.9;1;0.9;NA;1.1;0.9;1.1;0.9;0.9;0.9;1;1.1;1;1.1;0.9;0.9;1;1.1;0.9;1;1.1;1.1;1;1;1.1;0.9;1;1;1.1;0.9
"537";1;1;1;1.1;1.1;1;1.1;1;0.9;1;0.9;1;0.9;1.1;1.1;0.9;0.9;1;0.9;1;1;1.1;0.9;0.9;1;1;0.9;1.1;0.9;1.1;1.1;1.1;1.1;1;0.9;1.1;0.9;0.9;1.1
"538";1.1;0.9;0.9;1.1;1;0.9;1;1.1;1;1;1.1;0.9;0.9;0.9;1.1;0.9;1;0.9;1;0.9;0.9;1;1;1.1;0.9;1.1;1.1;1.1;1;1.1;1.1;1;1;0.9;1.1;1;0.9;1.1;1
"539";1;1.1;0.9;1.1;0.9;1.1;1.1;1;0.9;1;1;0.9;NA;0.9;1;1.1;1.1;0.9;1;0.9;0.9;0.9;1;1.1;1.1;1.1;0.9;1.1;1.1;1;1;0.9;1;1.1;1;0.9;1;0.9;1.1
"540";1;1;1;1;1;0.9;0.9;1.1;1.1;1.1;0.9;1.1;1.1;1;0.9;0.9;1.1;1;1;0.9;1.1;1.1;0.9;1.1;1;0.9;0.9;0.9;1.1;0.9;1.1;1.1;1;1;1.1;1;0.9;0.9;1
"541";1.1;0.9;1;1;1.1;0.9;0.9;0.9;0.9;1.1;0.9;1.1;1.1;1.1;0.9;1.1;1;0.9;1;1;0.9;1.1;1.1;1;1;0.9;1;1;1;1;1.1;1.1;1.1;0.9;0.9;1;1.1;0.9;1
"542";1.1;0.9;1.1;0.9;1;0.9;1.1;0.9;0.9;1;0.9;1;1.1;1;0.9;1.1;0.9;1.1;1;1.1;1;1.1;1.1;1;0.9;1.1;0.9;1;1;1.1;1;1.1;1;0.9;1;1.1;1;0.9;0.9
"543";0.9;0.9;1.1;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1;1.1;1.1;1;0.9;1;1;0.9;1.1;1;1.1;1;0.9;1.1;1.1;1;1;1.1;0.9;0.9;1.1;0.9;1.1;0.9;1;1;1;1;1
"544";1.1;1;1;1;1;1.1;0.9;1.1;1;1.1;0.9;0.9;NA;1;1.1;1;1.1;0.9;0.9;1.1;0.9;1.1;1.1;1;0.9;1;1;1;1.1;1.1;1.1;0.9;0.9;1;0.9;0.9;1.1;0.9;0.9
"545";1;1.1;1;0.9;0.9;1;0.9;0.9;1.1;1.1;0.9;0.9;1.1;1;0.9;1.1;1;1.1;1.1;1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1;0.9;1.1;1.1;1;1;1;1;1;0.9;1
"546";0.9;1;1;1;0.9;1.1;1.1;1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1.1;1;1.1;0.9;1.1;1.1;1;0.9;1;1.1;1.1;1.1;1;0.9;1;1;1.1;1;1;0.9;0.9;0.9;1;0.9
"547";0.9;1;1;1;0.9;1.1;1.1;0.9;1.1;1;1.1;0.9;NA;1.1;1;1.1;1;0.9;1.1;0.9;1;1.1;1.1;0.9;0.9;1;0.9;0.9;1;1;1;1;0.9;1.1;0.9;1.1;1.1;1.1;0.9
"548";1;1;1.1;0.9;0.9;1;1.1;1.1;0.9;1.1;1;1.1;0.9;1;1.1;1;1;0.9;1.1;1;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1;1;1.1;1.1;0.9;1;0.9;0.9;1;1.1;1;1.1
"549";0.9;0.9;1;1.1;1.1;1.1;1.1;1.1;1.1;1;1.1;1;NA;0.9;1;1.1;1;1;0.9;1;1.1;0.9;0.9;1.1;0.9;1.1;1;1.1;0.9;1;0.9;1;0.9;0.9;1.1;1;0.9;0.9;1
"550";1.1;0.9;1.1;1.1;1;0.9;1;1.1;1;1.1;0.9;1;0.9;0.9;1.1;1.1;0.9;1;0.9;1.1;1;1;1.1;1;1;0.9;0.9;0.9;1.1;1;1.1;0.9;0.9;1.1;1;0.9;1.1;1;1
"551";1;1.1;0.9;1.1;1.1;0.9;1;1;1;1;1;0.9;0.9;1;0.9;1.1;0.9;1.1;1.1;1.1;1;0.9;1.1;0.9;1.1;1;1.1;1.1;1;1.1;1;0.9;1;1;0.9;0.9;0.9;0.9;1.1
"552";1.1;1.1;1.1;1.1;1;1;0.9;0.9;1;0.9;1;1.1;0.9;1.1;0.9;0.9;1;0.9;0.9;0.9;0.9;1;1;1;0.9;1;0.9;1.1;1.1;1.1;1;1.1;1.1;1;0.9;1;1.1;1.1;1
"553";1;1.1;0.9;0.9;1.1;1.1;1;1.1;1.1;1.1;1;0.9;NA;1;1.1;1;0.9;1.1;0.9;1;1.1;1.1;0.9;1;0.9;0.9;1;1;0.9;1;1.1;0.9;1;1.1;1.1;0.9;0.9;0.9;1
"554";1;1;0.9;1.1;0.9;1;1;0.9;1;0.9;1.1;1.1;NA;0.9;1;1.1;1.1;1;1.1;0.9;0.9;0.9;1.1;0.9;1.1;1;1;0.9;1.1;1.1;1;1.1;0.9;1.1;1;0.9;1.1;1;0.9
"555";1;0.9;1.1;1.1;0.9;1;1.1;0.9;1;1.1;1.1;0.9;0.9;1;0.9;1;0.9;1.1;1.1;1;1.1;1;1;0.9;1.1;0.9;1;1;0.9;1.1;1;1.1;1.1;0.9;1.1;1;0.9;0.9;1
"556";1.1;1;0.9;1.1;1.1;1.1;1.1;1.1;1.1;1.1;1;1;0.9;1;1.1;1.1;1.1;0.9;1;1;1;0.9;0.9;0.9;0.9;0.9;1;1;0.9;0.9;0.9;1.1;1.1;1;1;1;0.9;0.9;1
"557";0.9;1;0.9;1.1;0.9;0.9;1.1;1;1;1.1;0.9;1.1;0.9;1.1;0.9;1;1;0.9;1;1;1.1;0.9;0.9;1;1;0.9;1;1.1;1.1;1.1;1.1;0.9;0.9;1;1.1;1;1;1.1;1.1
"558";1.1;1;0.9;1;1;0.9;1.1;0.9;1.1;1.1;0.9;1;1.1;0.9;0.9;1;0.9;0.9;1.1;1;0.9;0.9;1;0.9;1.1;1.1;1;1.1;1;1;1.1;1.1;1;0.9;1;1.1;1.1;0.9;1
"559";1;0.9;0.9;1.1;0.9;0.9;1.1;1;0.9;0.9;1.1;1.1;NA;1;1;1;1.1;0.9;1.1;1;1.1;1;1;1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;0.9;1.1;1;1;1.1;0.9;0.9;1
"560";0.9;1.1;1.1;1.1;1;1.1;1;0.9;0.9;0.9;1.1;1;NA;1;1;1.1;0.9;1.1;1.1;0.9;1;1;1.1;1;0.9;1.1;0.9;1.1;1.1;1;1;0.9;0.9;1;1.1;0.9;1;0.9;0.9
"561";1.1;0.9;1;1;1;1.1;1.1;1.1;0.9;1.1;1.1;1.1;0.9;1;0.9;1.1;1;1;1.1;1.1;0.9;0.9;0.9;1;1.1;1;1;1;0.9;0.9;1;1;1;1.1;0.9;1.1;0.9;0.9;0.9
"562";1.1;1;0.9;0.9;1;0.9;0.9;1;0.9;1.1;0.9;1;1.1;1;1.1;1.1;0.9;1.1;1;1.1;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1;1;1;0.9;0.9;1;1;1;0.9;1.1;1;1.1
"563";0.9;1.1;1.1;1.1;1;1.1;1.1;0.9;0.9;1;1.1;1;1.1;1;0.9;1.1;0.9;1;0.9;1;0.9;1;1;0.9;0.9;1.1;0.9;0.9;1;1;1;1;1.1;0.9;1.1;1.1;1.1;1;0.9
"564";1.1;1;1;0.9;1;0.9;1;1;0.9;1.1;1;0.9;NA;1.1;0.9;1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9;1;1;1.1;1.1;1;1.1;0.9;1;1.1;0.9;1.1
"565";1.1;0.9;0.9;0.9;1;1.1;1;1;0.9;1.1;0.9;0.9;0.9;1.1;1.1;0.9;1;1;1.1;1;1;1.1;1;1;1.1;1.1;1.1;0.9;0.9;0.9;1;1;0.9;1;1;1.1;1.1;0.9;1.1
"566";1.1;1;0.9;1.1;1.1;1;1.1;1;1;0.9;0.9;1;0.9;1;0.9;0.9;0.9;0.9;1.1;1;1;1.1;1.1;1.1;1.1;1;0.9;1.1;1.1;1.1;1;1;0.9;1.1;1;0.9;1;0.9;0.9
"567";1.1;0.9;1.1;1;0.9;1;0.9;1;1;0.9;1.1;0.9;1.1;1;1.1;0.9;0.9;0.9;0.9;1.1;1;0.9;1;1.1;1.1;1.1;1;1.1;1.1;1;1.1;1;0.9;1;1;0.9;1.1;1;0.9
"568";1.1;1;1.1;0.9;1;1;0.9;1.1;0.9;1;0.9;0.9;1.1;1.1;1;1.1;1.1;1.1;1;1.1;1;0.9;1.1;1;0.9;1;0.9;1;1;1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1.1;1
"569";1.1;1;1;1;0.9;1;1.1;1.1;1.1;1;0.9;1.1;0.9;1.1;1;1.1;1.1;0.9;0.9;0.9;1.1;1;0.9;1.1;1;1;0.9;0.9;1;1.1;0.9;1;1.1;1.1;0.9;0.9;1;0.9;1
"570";1;0.9;0.9;0.9;1;0.9;0.9;0.9;0.9;0.9;1;1.1;0.9;1.1;1.1;1.1;1;1.1;1;1;1.1;0.9;1.1;1.1;1.1;0.9;1.1;1.1;0.9;1;1;0.9;1;1;1;1;1.1;1;1.1
"571";1;1;1;1.1;0.9;1.1;1.1;1;0.9;1;0.9;0.9;NA;1.1;1.1;0.9;1.1;0.9;1;1;1.1;1.1;1;0.9;0.9;1.1;1;1;1;1;0.9;1.1;0.9;1.1;0.9;1.1;0.9;0.9;1.1
"572";1.1;1;0.9;1;1.1;1;0.9;0.9;1.1;1.1;1;1.1;0.9;1.1;1;1;0.9;1.1;1;0.9;1;1.1;1.1;0.9;1;1.1;1;0.9;1;0.9;0.9;0.9;1;1.1;0.9;1;0.9;1.1;1.1
"573";0.9;1;0.9;1;1.1;1;0.9;1.1;1.1;1;1;1.1;NA;1;1.1;1;0.9;1;1.1;0.9;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1;1;1;1;0.9;1.1;1.1;1.1;1.1;1.1;0.9;0.9
"574";1;1.1;0.9;1.1;0.9;0.9;1.1;1;1;1;1.1;1.1;0.9;0.9;1.1;0.9;1.1;1;0.9;1;1;1.1;0.9;0.9;1.1;1;1;1.1;1.1;1;0.9;1.1;0.9;1;1.1;1;0.9;1;0.9
"575";0.9;0.9;1.1;1;0.9;1;1;0.9;1.1;1.1;1.1;1;1.1;1.1;0.9;1;1;1.1;0.9;0.9;1.1;1;1.1;1.1;0.9;0.9;1;0.9;0.9;1;1;1.1;0.9;1;1;0.9;1.1;1.1;1
"576";0.9;1;0.9;0.9;1.1;1;0.9;1.1;0.9;1.1;0.9;1;0.9;0.9;0.9;1;1;1;1;1;1;1.1;1.1;1.1;0.9;1;1.1;1.1;1.1;1;1.1;1.1;0.9;0.9;1;1.1;1;0.9;1.1
"577";0.9;0.9;1.1;1.1;0.9;0.9;1.1;1;1.1;1;1;0.9;0.9;1.1;1;1;1.1;0.9;0.9;1.1;1;1.1;1;1;0.9;1;1.1;1.1;1;1.1;1.1;0.9;1;0.9;1;0.9;1.1;1;0.9
"578";1;0.9;1;1;1;0.9;1;1.1;1;0.9;0.9;0.9;1.1;1.1;1.1;1;1;0.9;1.1;1;1.1;1.1;0.9;1.1;0.9;0.9;1;1;1.1;1;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;1.1
"579";0.9;0.9;1.1;1;1.1;1;1;1;1;1.1;0.9;1.1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1;1.1;1;1;1.1;1.1;1;0.9;1;0.9;0.9;1;1;1.1;0.9;1;0.9;1.1;1.1;0.9
"580";1.1;1;1.1;0.9;0.9;0.9;1;0.9;1;1;1.1;1;1.1;1;0.9;1.1;1.1;1;0.9;1.1;0.9;0.9;0.9;1.1;1;1;1;1.1;1.1;0.9;1.1;1.1;0.9;1;1;0.9;1.1;1;0.9
"581";1;0.9;1.1;1;1;0.9;0.9;1;1.1;1.1;1;0.9;NA;0.9;1.1;1;1.1;0.9;1;1.1;1.1;0.9;1;1.1;1;1;1.1;1.1;1.1;1;1.1;0.9;1;0.9;1.1;0.9;0.9;0.9;0.9
"582";1.1;1.1;1.1;0.9;1;1;1.1;1.1;0.9;1;0.9;1;NA;1;0.9;1;1;1;0.9;0.9;0.9;1.1;1.1;1;1.1;1.1;1;1.1;1.1;0.9;0.9;0.9;0.9;1.1;1;1;0.9;0.9;1.1
"583";0.9;1;1;0.9;0.9;1;1.1;1.1;1.1;1.1;1;1;1.1;1;1.1;0.9;1.1;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1;1;1.1;0.9;1;1;1;1;0.9;0.9;0.9;1;0.9;1.1;1.1
"584";1.1;0.9;1.1;1;0.9;0.9;1;1;1;0.9;1;0.9;NA;1.1;1;1;1.1;1;1.1;1.1;1.1;1;0.9;1.1;0.9;1.1;0.9;0.9;1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1;0.9;1
"585";0.9;0.9;1;1;1.1;1.1;0.9;1.1;1.1;0.9;0.9;0.9;NA;1.1;0.9;1.1;0.9;1.1;1.1;1;0.9;0.9;0.9;1;1;1;1.1;1;1;0.9;1.1;1.1;0.9;1;1.1;1.1;1;1;1
"586";1;1;0.9;0.9;1.1;1;0.9;1;1.1;1;1;1.1;NA;0.9;1.1;1.1;1;1.1;1;1.1;1;0.9;0.9;1.1;0.9;0.9;1.1;1;1;1.1;0.9;1.1;0.9;1.1;0.9;1;1.1;0.9;0.9
"587";1;0.9;1.1;1.1;1.1;1.1;1;1;0.9;1;1.1;1;NA;0.9;1.1;0.9;1;1;1.1;0.9;1.1;1;1.1;0.9;0.9;1;1;1.1;0.9;0.9;1.1;1.1;0.9;0.9;0.9;1.1;0.9;1;1
"588";1.1;1.1;1;0.9;1;1;0.9;1.1;0.9;1.1;0.9;1;NA;1;0.9;1;1;0.9;0.9;0.9;1;1.1;0.9;1;0.9;1;0.9;1;1;1.1;1.1;1.1;1.1;0.9;1.1;0.9;1.1;1.1;1.1
"589";1.1;1;0.9;0.9;0.9;1;1.1;1.1;0.9;1.1;1.1;1.1;0.9;1.1;1.1;0.9;1.1;0.9;0.9;0.9;1.1;0.9;1;1;1;1;1;1.1;0.9;1.1;0.9;1;1;1;1;1;0.9;1.1;1
"590";1;1.1;1;1;1;1;0.9;0.9;1.1;0.9;0.9;1;1.1;1;1.1;1.1;1.1;0.9;1.1;0.9;0.9;1;0.9;1.1;0.9;1;0.9;1.1;1;1;1.1;1;0.9;1;0.9;1.1;1.1;0.9;1.1
"591";0.9;0.9;1.1;0.9;1.1;0.9;0.9;0.9;1;1.1;1;0.9;NA;1;0.9;1.1;1.1;1.1;1;1.1;0.9;0.9;1.1;0.9;1.1;1;1;1;0.9;1.1;1;1.1;1;0.9;1;1;1.1;1;1.1
"592";1.1;1;1;0.9;0.9;0.9;0.9;1;1.1;1.1;1;1.1;NA;1;1.1;0.9;1.1;1;1;0.9;0.9;1.1;1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;0.9;1;1.1;1;1;1.1;1;1.1;0.9
"593";1.1;1;1;0.9;1;1;0.9;1;1;1.1;0.9;1;0.9;1;1.1;0.9;0.9;1.1;1;0.9;1.1;1.1;1.1;0.9;1.1;0.9;1;1;1.1;0.9;1.1;1.1;1.1;1;0.9;0.9;1;1.1;0.9
"594";1;1.1;0.9;0.9;0.9;0.9;1.1;1.1;0.9;1.1;1;1;NA;1;1;1.1;1;1.1;1;1.1;1;0.9;0.9;1.1;0.9;0.9;1.1;0.9;1.1;1.1;0.9;1.1;1;1;1;1;0.9;1.1;0.9
"595";1.1;0.9;0.9;0.9;1.1;0.9;0.9;1;1;0.9;1;1.1;1.1;1;1.1;0.9;1.1;1.1;0.9;1;1;0.9;1;0.9;0.9;1.1;0.9;1;1;1.1;1;1;1.1;1.1;1;1;0.9;1.1;1.1
"596";1.1;1;1;1.1;0.9;1;1.1;1.1;1;1;0.9;1;1.1;0.9;1;1.1;1.1;1;1;0.9;0.9;1.1;1.1;0.9;0.9;1;1.1;0.9;1.1;0.9;0.9;1;1;1.1;0.9;0.9;1.1;1;0.9
"597";1;1.1;1.1;0.9;0.9;1;0.9;0.9;1.1;0.9;0.9;1.1;NA;0.9;0.9;1;1;1.1;1;1.1;1;1;1.1;1;1.1;1.1;1;1.1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1;1;0.9;1
"598";0.9;0.9;1.1;1;1;1;1.1;1;1;0.9;1.1;0.9;0.9;0.9;1.1;1;0.9;0.9;0.9;0.9;0.9;1.1;1.1;1;0.9;1;1;1.1;1;1;1.1;1.1;1;1.1;1;0.9;1.1;1.1;1.1
"599";1.1;1.1;1;1;1.1;1;1.1;1;1.1;1;0.9;1.1;NA;1;0.9;0.9;1.1;0.9;1.1;0.9;1.1;1.1;0.9;1.1;1;1;0.9;0.9;1;1.1;0.9;0.9;0.9;0.9;1;0.9;1;1.1;1
"600";1;1.1;1;0.9;1.1;1.1;1;1;0.9;0.9;0.9;1.1;NA;0.9;1.1;0.9;1.1;0.9;1.1;0.9;1.1;1;1;1;0.9;1.1;0.9;1.1;1;1.1;1;0.9;1.1;1;0.9;1.1;0.9;1;1
"601";0.9;1.1;1;0.9;1.1;0.9;0.9;0.9;1;1.1;1;1;0.9;1.1;1.1;1.1;1.1;1.1;0.9;1;1.1;0.9;1;1;1;1.1;0.9;1;0.9;1.1;1.1;0.9;0.9;0.9;1;1;1;1;1.1
"602";1;0.9;0.9;0.9;1;1.1;1;1.1;1.1;0.9;1;0.9;1.1;1;1;1.1;1;1;1.1;1;0.9;1.1;1.1;0.9;1.1;1;0.9;0.9;0.9;0.9;1.1;1.1;0.9;1;1.1;1.1;1;1;0.9
"603";0.9;1.1;0.9;0.9;1;0.9;1.1;0.9;1;0.9;1;1;1.1;0.9;1.1;1.1;0.9;1;0.9;1.1;0.9;0.9;1;1;1.1;1;0.9;1;1;1;1.1;1.1;1.1;1.1;1;1;1.1;1.1;0.9
"604";1.1;1;0.9;1.1;1;0.9;1.1;1.1;1.1;1.1;1;0.9;NA;1;1;0.9;1;1;0.9;0.9;0.9;1.1;1;1.1;0.9;1;0.9;1;0.9;1.1;0.9;1.1;1;1;1.1;1.1;0.9;1.1;0.9
"605";0.9;1.1;1;0.9;1.1;1;0.9;1;1;1.1;1;0.9;NA;1;1.1;1.1;0.9;1;1.1;1.1;1.1;0.9;0.9;0.9;0.9;1.1;1.1;1.1;1;1.1;1;1.1;0.9;0.9;1;1;1;0.9;0.9
"606";1;1;1;1.1;1.1;1.1;0.9;1.1;1.1;0.9;0.9;1;NA;1.1;1;1;0.9;0.9;1;1.1;1.1;0.9;0.9;1.1;1;0.9;1.1;1;0.9;1;1.1;1.1;1.1;0.9;0.9;1;0.9;0.9;1
"607";0.9;0.9;1;1.1;1.1;1;1.1;1.1;1.1;0.9;1;1;0.9;1;1;1.1;1;1.1;1.1;0.9;0.9;0.9;1;0.9;1.1;1;1.1;0.9;1;1;0.9;1;0.9;0.9;0.9;1.1;1;1.1;1.1
"608";1;1;1.1;1;0.9;0.9;1.1;1.1;1.1;0.9;1;0.9;NA;0.9;0.9;1;1.1;1.1;1;1.1;1;1;1;1.1;0.9;1;0.9;1.1;1;1.1;1.1;0.9;0.9;0.9;1;1.1;0.9;1.1;0.9
"609";1.1;1.1;1.1;1;0.9;1.1;0.9;1.1;1.1;1.1;1;1;0.9;1;1;0.9;0.9;1;0.9;1.1;0.9;0.9;1;0.9;1;1.1;1.1;1.1;0.9;1.1;1;1;1.1;0.9;0.9;0.9;1;1;1
"610";1.1;0.9;0.9;1.1;1;0.9;0.9;1.1;0.9;1.1;1;1;1.1;0.9;1;0.9;1;1.1;1;1.1;1;1;0.9;0.9;0.9;1.1;1.1;1;0.9;1.1;0.9;1;0.9;1.1;1;1.1;1.1;1;1
"611";0.9;1;1;1;0.9;1;1.1;0.9;1.1;1.1;0.9;1;0.9;1;0.9;0.9;1;1.1;0.9;1;1;0.9;1;1.1;1.1;0.9;1.1;1.1;1.1;1;1.1;1.1;0.9;0.9;1;1;0.9;1.1;1.1
"612";0.9;1.1;0.9;1.1;1;1;1.1;1;1.1;0.9;1;1;0.9;0.9;1.1;1.1;0.9;1;0.9;1;1;1.1;0.9;1;1.1;1;1.1;0.9;0.9;1.1;1;1.1;1;1.1;0.9;0.9;1.1;0.9;1
"613";1;1;1;1;0.9;1.1;1;0.9;1.1;1;1.1;1.1;NA;1;0.9;1;0.9;1.1;0.9;0.9;1.1;1;1.1;0.9;1;0.9;0.9;1.1;1.1;1;0.9;0.9;1.1;1.1;0.9;1.1;1.1;0.9;1
"614";1;1.1;0.9;1;0.9;1;1;1.1;1.1;1.1;1.1;1;NA;1;1.1;1.1;0.9;0.9;1.1;0.9;1;0.9;1.1;1.1;1.1;0.9;1;0.9;0.9;1;1.1;0.9;1;0.9;0.9;1.1;0.9;1;1
"615";1.1;1.1;0.9;0.9;1;1.1;0.9;1;1.1;1.1;1;1;NA;1.1;1;0.9;0.9;0.9;0.9;0.9;1;0.9;1.1;1.1;1.1;1;1.1;1.1;1;1;1;1.1;1;0.9;1.1;0.9;1;0.9;0.9
"616";0.9;1;0.9;1.1;1.1;0.9;1;1;0.9;1;1;1.1;0.9;0.9;1;1;1.1;0.9;0.9;0.9;1.1;1.1;1.1;1.1;1.1;1;1;1.1;1.1;1;0.9;0.9;1.1;1;1;0.9;1.1;1;0.9
"617";1;1.1;0.9;1.1;1.1;1;1.1;1;1.1;0.9;1.1;1.1;NA;0.9;0.9;0.9;1;1;1;0.9;1.1;0.9;0.9;1;1.1;0.9;1.1;1;1.1;1;1;1;1;0.9;1.1;1.1;0.9;0.9;0.9
